score,n_regions_at_least,fitted_n_regions_at_least,reference_n_regions_at_least,in_fit,lambda,k,lambda_analytic,match_probability,null,mismatch_penalty,xdrop,n_queries,query_residues,database_kmers
52,443,1.947,2,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
53,404,1.247,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
54,379,0.798,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
55,347,0.511,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
56,314,0.327,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
57,294,0.210,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
58,266,0.134,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
59,250,0.086,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
60,231,0.055,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
61,207,0.035,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
62,190,0.023,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
63,181,0.014,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
64,164,0.009,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
65,156,0.006,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
66,140,0.004,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
67,130,0.002,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
68,123,0.002,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
69,114,0.001,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
70,107,0.001,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
71,102,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
72,92,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
73,84,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
74,80,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
75,77,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
76,74,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
77,71,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
78,66,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
79,66,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
80,62,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
81,60,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
82,53,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
83,52,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
84,50,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
85,48,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
86,43,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
87,42,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
88,40,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
89,39,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
90,34,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
91,33,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
92,29,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
93,28,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
94,26,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
95,26,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
96,25,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
97,21,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
98,21,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
99,21,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
100,20,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
101,19,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
102,18,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
103,18,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
104,18,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
105,16,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
106,15,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
107,15,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
108,14,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
109,14,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
110,14,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
111,12,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
112,11,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
113,9,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
114,8,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
115,8,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
116,7,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
117,7,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
118,5,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
119,5,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
120,4,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
121,4,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
122,2,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
123,2,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
124,2,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
125,2,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
126,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
127,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
128,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
129,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
130,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
131,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
132,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
133,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
134,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
135,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
136,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
137,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
138,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
139,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
140,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
141,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
142,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
143,1,0.000,,false,0.44579533859404336,0.04904141643222056,0.4526644838587708,0.5098856766924897,database,2,8,1000,183379,2529869
